Rank,Name,City,Code,Public/Private,Undergraduate Population,Student Population,Net Price,Average Grant Aid,Total Annual Cost,Alumni Salary,Acceptance Rate,SAT Lower,SAT Upper,ACT Lower,ACT Upper,Website,lat,lon,State
1,Harvard University,Cambridge,MA,Private,13844,31120,14327.0,49870.0,69600,146800.0,5.0,1460.0,1590.0,32.0,35.0,www.harvard.edu,42.3750997,-71.1056157,Massachusetts
2,Stanford University,Stanford,CA,Private,8402,17534,13261.0,50134.0,69109,145200.0,5.0,1390.0,1540.0,32.0,35.0,www.stanford.edu,37.426540700000004,-122.1702926,California
3,Yale University,New Haven,CT,Private,6483,12974,18627.0,50897.0,71290,138300.0,7.0,1460.0,1580.0,32.0,35.0,www.yale.edu,41.3082138,-72.92505179999999,Connecticut
4,Massachusetts Institute of Technology,Cambridge,MA,Private,4680,11466,20771.0,43248.0,67430,155200.0,7.0,1490.0,1570.0,33.0,35.0,www.web.mit.edu,42.3750997,-71.1056157,Massachusetts
5,Princeton University,Princeton,NJ,Private,5659,8273,9327.0,48088.0,66150,139400.0,6.0,1430.0,1570.0,31.0,35.0,www.princeton.edu,40.3492744,-74.6592958,New Jersey
6,University of Pennsylvania,Philadelphia,PA,Private,13437,25367,24242.0,44801.0,71715,133900.0,9.0,1420.0,1560.0,32.0,35.0,www.upenn.edu,39.9527237,-75.16352619999999,Pennsylvania
7,Brown University,Providence,RI,Private,7390,10095,30205.0,42455.0,71050,127600.0,8.0,1405.0,1570.0,31.0,35.0,www.brown.edu,41.8239891,-71.4128343,Rhode Island
8,California Institute of Technology,Pasadena,CA,Private,1002,2238,24245.0,41408.0,68901,151600.0,8.0,1530.0,1590.0,34.0,35.0,www.caltech.edu,34.14764520000001,-118.14447790000001,California
9,Duke University,Durham,NC,Private,7184,16130,35737.0,47836.0,71764,132100.0,10.0,1380.0,1540.0,31.0,35.0,www.duke.edu,35.996653,-78.90180529999999,North Carolina
10,Dartmouth College,Hanover,NH,Private,4693,6509,30421.0,47171.0,71827,130900.0,10.0,1430.0,1560.0,30.0,34.0,www.dartmouth.edu,43.703621999999996,-72.288666,New Hampshire
11,Cornell University,Ithaca,NY,Private,14774,23016,31230.0,36164.0,70321,128200.0,13.0,1390.0,1550.0,31.0,34.0,www.cornell.edu,42.4396039,-76.49680190000001,New York
12,Pomona College,Claremont,CA,Private,1599,1665,15840.0,48930.0,69725,117200.0,8.0,1370.0,1530.0,30.0,34.0,www.pomona.edu,34.0966764,-117.71977849999999,California
13,"University of California, Berkeley",Berkeley,CA,Public,31133,41891,15859.0,18319.0,65003,131800.0,17.0,1260.0,1480.0,30.0,34.0,www.berkeley.edu,37.8708393,-122.27286389999999,California
14,Columbia University,New York,NY,Private,8523,30454,24231.0,49185.0,74199,126800.0,7.0,1410.0,1570.0,31.0,34.0,www.columbia.edu,40.7127281,-74.0060152,New York
15,Georgetown University,Washington,DC,Private,8194,19005,30107.0,41893.0,71580,122200.0,16.0,1350.0,1520.0,30.0,34.0,www.georgetown.edu,38.8949924,-77.0365581,District of Columbia
16,University of Chicago,Chicago,IL,Private,6915,16227,25455.0,37883.0,75735,114200.0,9.0,1480.0,1580.0,32.0,35.0,www.uchicago.edu,41.875561600000005,-87.6244212,Illinois
17,Northwestern University,Evanston,IL,Private,10163,22008,24047.0,44247.0,72980,115400.0,9.0,1420.0,1560.0,32.0,34.0,www.northwestern.edu,42.0447388,-87.6930459,Illinois
18,University of Notre Dame,Notre Dame,IN,Private,8664,12467,28768.0,39590.0,69395,130500.0,19.0,1370.0,1520.0,32.0,34.0,www.nd.edu,41.704567700000005,-86.2382203,Indiana
19,Williams College,Williamstown,MA,Private,2134,2227,22667.0,48050.0,70650,127500.0,15.0,1400.0,1570.0,31.0,35.0,www.williams.edu,42.6889156,-73.2246057,Massachusetts
20,"University of Michigan, Ann Arbor",Ann Arbor,MI,Public,29773,46002,14860.0,18751.0,62176,112200.0,27.0,1330.0,1500.0,30.0,33.0,www.umich.edu,42.268156899999994,-83.7312291,Michigan
21,Rice University,Houston,TX,Private,4036,7022,20237.0,36387.0,63158,129500.0,16.0,1490.0,1580.0,33.0,35.0,www.rice.edu,29.7589382,-95.36769740000001,Texas
22,Johns Hopkins University,Baltimore,MD,Private,7825,25151,33586.0,38542.0,69863,117100.0,13.0,1450.0,1570.0,33.0,35.0,www.jhu.edu,39.2908816,-76.610759,Maryland
23,Harvey Mudd College,Claremont,CA,Private,847,861,34464.0,33782.0,74428,158200.0,15.0,1470.0,1570.0,33.0,35.0,www.hmc.edu,34.0966764,-117.71977849999999,California
24,United States Naval Academy,Annapolis,MD,Public,4495,4526,0.0,,0,152800.0,8.0,1150.0,1370.0,,,www.usna.edu,38.9786401,-76.492786,Maryland
25,Swarthmore College,Swarthmore,PA,Private,1577,1630,20511.0,46105.0,68846,123200.0,11.0,1380.0,1540.0,31.0,34.0,www.swarthmore.edu,39.9020565,-75.34991240000001,Pennsylvania
26,Bowdoin College,Brunswick,ME,Private,1816,1965,22810.0,41143.0,68070,112000.0,14.0,,,,,www.bowdoin.edu,43.905599,-69.9759915,Maine
27,Vanderbilt University,Nashville,TN,Private,7006,12592,19959.0,41359.0,67392,119100.0,11.0,1440.0,1570.0,32.0,35.0,www.vanderbilt.edu,36.1622296,-86.7743531,Tennessee
28,Amherst College,Amherst,MA,Private,1836,1945,22463.0,49467.0,71300,116500.0,13.0,1400.0,1560.0,32.0,34.0,www.amherst.edu,42.3685658,-72.505714,Massachusetts
29,Claremont McKenna College,Claremont,CA,Private,1345,1364,26933.0,40673.0,71745,125400.0,10.0,1340.0,1510.0,30.0,34.0,www.claremontmckenna.edu,34.0966764,-117.71977849999999,California
30,University of Southern California,Los Angeles,CA,Private,20582,45687,30232.0,36686.0,72209,120600.0,16.0,1300.0,1500.0,30.0,34.0,www.usc.edu,34.0536909,-118.24276599999999,California
31,Washington University in St. Louis,St. Louis,MO,Private,8533,15303,28540.0,41977.0,71975,114900.0,16.0,1470.0,1570.0,32.0,34.0,www.wustl.edu,38.6264178,-90.1998378,Missouri
32,United States Military Academy,West Point,NY,Public,4491,4568,0.0,,0,144000.0,10.0,1185.0,1400.0,23.0,28.0,www.usma.edu,40.8512481,-72.53598690000001,New York
33,University of Virginia,Charlottesville,VA,Public,18432,24360,20547.0,21171.0,62633,117500.0,27.0,1310.0,1500.0,29.0,33.0,www.virginia.edu,38.029306,-78.4766781,Virginia
34,Tufts University,Medford,MA,Private,5960,11449,32620.0,38605.0,70600,118100.0,15.0,1410.0,1540.0,31.0,34.0,www.tufts.edu,42.4184296,-71.10616390000001,Massachusetts
35,New York University,New York,NY,Private,30252,51123,40336.0,31542.0,71790,117700.0,28.0,1290.0,1490.0,29.0,33.0,www.nyu.edu,40.7127281,-74.0060152,New York
36,Middlebury College,Middlebury,VT,Private,2591,3855,26075.0,43491.0,69464,109800.0,17.0,1320.0,1510.0,30.0,34.0,www.middlebury.edu,44.007273600000005,-73.1633011,Vermont
37,Carnegie Mellon University,Pittsburgh,PA,Private,6941,13869,31102.0,38163.0,70094,136100.0,22.0,1430.0,1560.0,32.0,35.0,www.cmu.edu,40.4416941,-79.99008609999998,Pennsylvania
38,"University of California, Los Angeles",Los Angeles,CA,Public,33148,44027,14309.0,20011.0,61915,116100.0,16.0,1220.0,1450.0,29.0,34.0,www.ucla.edu,34.0536909,-118.24276599999999,California
39,Bates College,Lewiston,ME,Private,1787,1905,25192.0,43238.0,68870,111900.0,22.0,,,,,www.bates.edu,44.100351,-70.2147764,Maine
40,Wesleyan University,Middletown,CT,Private,3123,3213,29956.0,43276.0,69935,117000.0,16.0,,,,,www.wesleyan.edu,41.562317799999995,-72.6509061,Connecticut
41,Boston College,Chestnut Hill,MA,Private,10304,14628,34550.0,40716.0,70588,115400.0,32.0,1320.0,1490.0,31.0,33.0,www.bc.edu,42.3306529,-71.1661647,Massachusetts
42,Washington and Lee University,Lexington,VA,Private,1855,2220,24761.0,39671.0,65950,123200.0,22.0,1350.0,1490.0,31.0,33.0,www.wlu.edu,37.7802145,-79.44385150000001,Virginia
43,United States Air Force Academy,Colorado Springs,CO,Public,4237,4276,0.0,,0,138100.0,12.0,1210.0,1390.0,28.0,32.0,www.usafa.af.mil,38.8339578,-104.8253485,Colorado
44,Wellesley College,Wellesley,MA,Private,2508,2688,23188.0,45777.0,69034,106200.0,22.0,1360.0,1530.0,30.0,33.0,www.wellesley.edu,42.2964859,-71.2925571,Massachusetts
45,"University of North Carolina, Chapel Hill",Chapel Hill,NC,Public,19429,29911,14163.0,17291.0,51152,100800.0,24.0,1270.0,1460.0,28.0,33.0,www.unc.edu,35.9131542,-79.05578,North Carolina
46,Colgate University,Hamilton,NY,Private,2894,3025,23310.0,45108.0,69860,130600.0,28.0,1310.0,1500.0,31.0,33.0,www.colgate.edu,42.82687979999999,-75.5444159,New York
47,College of William &amp; Mary,Williamsburg,VA,Public,6822,8740,19720.0,18738.0,59012,108900.0,36.0,1300.0,1480.0,29.0,33.0,www.wm.edu,37.2789211,-76.69448609999999,Virginia
48,Davidson College,Davidson,NC,Private,1810,1959,21206.0,36359.0,66678,106900.0,20.0,1310.0,1470.0,30.0,33.0,www.davidson.edu,35.4992614,-80.8485218,North Carolina
49,Haverford College,Haverford,PA,Private,1296,1326,26607.0,45805.0,71614,112300.0,20.0,1390.0,1530.0,31.0,34.0,www.haverford.edu,40.013167200000005,-75.2943516,Pennsylvania
50,Barnard College,New York,NY,Private,2544,2668,25007.0,44776.0,71282,109800.0,15.0,1310.0,1500.0,30.0,33.0,www.barnard.edu,40.7127281,-74.0060152,New York
51,Santa Clara University,Santa Clara,CA,Private,5754,8629,33738.0,26671.0,69439,134700.0,54.0,1270.0,1440.0,28.0,32.0,www.scu.edu,37.2333253,-121.68463490000002,California
52,Carleton College,Northfield,MN,Private,2078,2155,27898.0,38342.0,68835,109900.0,21.0,1360.0,1530.0,31.0,34.0,www.carleton.edu,44.4582041,-93.161159,Minnesota
53,United States Coast Guard Academy,New London,CT,Public,896,1044,0.0,,0,118100.0,15.0,1180.0,1343.0,26.0,31.0,www.uscga.edu,41.3556187,-72.0997804,Connecticut
54,Pitzer College,Claremont,CA,Private,1074,1087,28423.0,41257.0,70500,96600.0,16.0,,,,,www.pitzer.edu,34.0966764,-117.71977849999999,California
55,Emory University,Atlanta,GA,Private,7859,14263,26760.0,38213.0,66950,110800.0,22.0,1350.0,1520.0,30.0,33.0,www.emory.edu,33.7489924,-84.3902644,Georgia
56,Wake Forest University,Winston-Salem,NC,Private,5068,8116,33382.0,42495.0,69130,114800.0,28.0,,,,,www.wfu.edu,36.0998131,-80.2440518,North Carolina
57,Lafayette College,Easton,PA,Private,2569,2594,30820.0,39957.0,68640,122500.0,31.0,1260.0,1440.0,28.0,31.0,www.lafayette.edu,40.6916081,-75.2099866,Pennsylvania
58,Cooper Union,New York,NY,Private,921,946,14564.0,32452.0,65045,126200.0,13.0,1310.0,1530.0,28.0,34.0,www.cooper.edu,40.7127281,-74.0060152,New York
59,Hamilton College,Clinton,NY,Private,1901,2043,24140.0,43611.0,67670,108100.0,24.0,1360.0,1510.0,31.0,33.0,www.hamilton.edu/index.cfm,43.0484029,-75.37850340000001,New York
60,Scripps College,Claremont,CA,Private,1083,1092,30974.0,31633.0,71060,98600.0,33.0,1290.0,1460.0,29.0,33.0,www.scrippscollege.edu,34.0966764,-117.71977849999999,California
61,Vassar College,Poughkeepsie,NY,Private,2353,2572,23687.0,44517.0,70370,100100.0,24.0,1330.0,1500.0,30.0,33.0,www.vassar.edu,41.706553899999996,-73.9283672,New York
62,Babson College,Babson Park,MA,Private,2354,3329,35540.0,36717.0,68432,133800.0,24.0,1230.0,1410.0,27.0,32.0,www.babson.edu,42.2970161,-71.25505009999999,Massachusetts
63,"University of Maryland, College Park",College Park,MD,Public,32022,40521,18517.0,8955.0,49698,113400.0,45.0,1280.0,1470.0,29.0,33.0,www.umd.edu,38.980666,-76.9369189,Maryland
64,"University of Washington, Seattle",Seattle,WA,Public,38781,46166,12899.0,14051.0,51159,112300.0,46.0,1190.0,1420.0,27.0,32.0,www.uw.edu,47.6038321,-122.3300624,Washington
65,Georgia Institute of Technology,Atlanta,GA,Public,17223,29376,13291.0,12779.0,49366,133400.0,23.0,1090.0,1520.0,30.0,34.0,www.gatech.edu,33.7489924,-84.3902644,Georgia
66,United States Merchant Marine Academy,Kings Point,NY,Public,912,975,6758.0,3597.0,8646,140700.0,22.0,1210.0,1280.0,26.0,28.0,www.usmma.edu,40.819744799999995,-73.7349567,New York
67,Lehigh University,Bethlehem,PA,Private,5337,7017,34212.0,36014.0,65925,134100.0,25.0,1270.0,1430.0,29.0,32.0,www4.lehigh.edu/default.aspx,40.6178915,-75.3786521,Pennsylvania
68,"University of Illinois, Urbana-Champaign",Champaign,IL,Public,35476,48216,18377.0,13595.0,46202,115300.0,62.0,1340.0,1500.0,26.0,32.0,www.illinois.edu,40.116420500000004,-88.2433829,Illinois
69,"University of Wisconsin, Madison",Madison,WI,Public,33863,42977,19880.0,6733.0,49885,104400.0,54.0,1280.0,1450.0,27.0,31.0,www.wisc.edu,43.074760999999995,-89.3837613,Wisconsin
70,University of Florida,Gainesville,FL,Public,37851,52669,12345.0,6636.0,43409,102800.0,42.0,1240.0,1400.0,28.0,32.0,www.ufl.edu,29.6519684,-82.3249846,Florida
71,Kenyon College,Gambier,OH,Private,1677,1795,30504.0,34966.0,69180,103800.0,34.0,1263.0,1460.0,29.0,33.0,www.kenyon.edu/index.xml,40.375643,-82.3970994,Ohio
72,Villanova University,Villanova,PA,Private,7873,10967,41858.0,30163.0,68231,119500.0,36.0,1250.0,1440.0,30.0,33.0,www.villanova.edu,40.037332299999996,-75.34907690000001,Pennsylvania
73,Bucknell University,Lewisburg,PA,Private,3678,3740,40976.0,29783.0,70125,122900.0,31.0,1250.0,1420.0,28.0,31.0,www.bucknell.edu,40.964529299999995,-76.8844101,Pennsylvania
74,Boston University,Boston,MA,Private,22829,33355,37065.0,34156.0,70302,113600.0,25.0,1300.0,1480.0,29.0,32.0,www.bu.edu,42.3602534,-71.0582912,Massachusetts
75,Colby College,Waterville,ME,Private,1917,2032,20739.0,45463.0,68582,103300.0,16.0,1340.0,1500.0,31.0,33.0,www.colby.edu,44.5520105,-69.63171209999999,Maine
76,"University of Texas, Austin",Austin,TX,Public,42827,51525,16960.0,10644.0,51786,112800.0,36.0,1220.0,1460.0,26.0,33.0,www.utexas.edu,30.2711286,-97.7436995,Texas
77,College of the Holy Cross,Worcester,MA,Private,2806,2855,34159.0,36963.0,66220,114600.0,40.0,,,,,www.holycross.edu,42.2761217,-71.8058232,Massachusetts
78,George Washington University,Washington,DC,Private,12358,27973,31956.0,29429.0,69368,115300.0,41.0,1280.0,1440.0,29.0,32.0,www.gwu.edu,38.8949924,-77.0365581,District of Columbia
79,"University of California, San Diego",San Diego,CA,Public,29613,35772,14630.0,18231.0,60177,123700.0,34.0,1210.0,1410.0,27.0,33.0,www.ucsd.edu,32.7174202,-117.16277279999998,California
80,Grinnell College,Grinnell,IA,Private,1712,1765,22844.0,33946.0,66214,96500.0,29.0,1310.0,1510.0,30.0,34.0,www.grinnell.edu,41.7430554,-92.72242059999999,Iowa
81,Smith College,Northampton,MA,Private,2594,2918,24829.0,39913.0,69563,98200.0,32.0,,,,,www.smith.edu,42.3178989,-72.6311006,Massachusetts
82,University of Rochester,Rochester,NY,Private,6905,11648,30480.0,30658.0,70108,112700.0,34.0,1300.0,1490.0,29.0,33.0,www.rochester.edu,43.157284999999995,-77.615214,New York
83,University of Richmond,Richmond,VA,Private,3815,4023,26264.0,38394.0,64890,107500.0,33.0,1270.0,1460.0,29.0,32.0,www.richmond.edu,37.53850870000001,-77.43428,Virginia
84,"University of California, Santa Barbara",Santa Barbara,CA,Public,22910,25057,15764.0,19558.0,64125,116300.0,33.0,1190.0,1400.0,28.0,33.0,www.ucsb.edu,34.4221319,-119.7026673,California
85,Oberlin College,Oberlin,OH,Private,2853,3030,31331.0,28876.0,71330,96800.0,34.0,1280.0,1450.0,28.0,33.0,www.oberlin.edu,41.2939386,-82.21737859999999,Ohio
86,Macalester College,St. Paul,MN,Private,2136,2249,26865.0,33335.0,66280,100400.0,41.0,1300.0,1480.0,29.0,32.0,www.macalester.edu,44.9504037,-93.10150259999999,Minnesota
87,"University of California, Irvine",Irvine,CA,Public,28947,35242,13376.0,18824.0,61872,116000.0,37.0,1170.0,1350.0,25.0,32.0,www.uci.edu,33.685696899999996,-117.82598190000002,California
88,"University of California, Davis",Davis,CA,Public,31437,37380,15737.0,18690.0,63743,112600.0,43.0,1130.0,1360.0,25.0,32.0,www.ucdavis.edu,38.545379,-121.74458349999999,California
89,Whitman College,Walla Walla,WA,Private,1510,1574,43488.0,23828.0,64504,102600.0,52.0,1140.0,1380.0,28.0,32.0,www.whitman.edu,46.0667277,-118.3393456,Washington
90,University of Miami (FL),Coral Gables,FL,Private,12002,17003,29184.0,20647.0,66274,99600.0,36.0,1230.0,1420.0,28.0,32.0,www.miami.edu,25.72149,-80.2683838,Florida
91,Southern Methodist University,Dallas,TX,Private,6917,11789,32190.0,33203.0,72408,110400.0,49.0,1270.0,1440.0,28.0,32.0,www.smu.edu,32.7762719,-96.7968559,Texas
92,Colorado College,Colorado Springs,CO,Private,2118,2450,34032.0,36872.0,68616,97900.0,15.0,,,,,www.coloradocollege.edu,38.8339578,-104.8253485,Colorado
93,Worcester Polytechnic Institute,Worcester,MA,Private,4654,6642,40376.0,19515.0,65046,135500.0,48.0,,,,,www.wpi.edu,42.2761217,-71.8058232,Massachusetts
94,Colorado School of Mines,Golden,CO,Public,4811,6209,25710.0,10725.0,52698,139600.0,56.0,1310.0,1450.0,28.0,32.0,www.mines.edu,39.755542999999996,-105.2210997,Colorado
95,Brigham Young University,Provo,UT,Private,34334,35807,12974.0,4843.0,18370,108000.0,52.0,1210.0,1410.0,27.0,32.0,www.byu.edu,40.233843799999995,-111.6585337,Utah
96,Brandeis University,Waltham,MA,Private,3869,5721,31138.0,35487.0,70943,113200.0,34.0,1280.0,1470.0,29.0,33.0,www.brandeis.edu,42.3756401,-71.2358004,Massachusetts
97,Yeshiva University,New York,NY,Private,2884,6330,36306.0,26972.0,60525,112800.0,63.0,1160.0,1420.0,23.0,29.0,www.yu.edu,40.7127281,-74.0060152,New York
98,"University of Minnesota, Twin Cities",Minneapolis,MN,Public,45796,51848,17396.0,8760.0,39655,104000.0,50.0,1270.0,1480.0,26.0,31.0,www.umn.edu,44.9772995,-93.2654692,Minnesota
99,University of Georgia,Athens,GA,Public,30690,37606,14625.0,10076.0,44978,100700.0,54.0,1200.0,1370.0,26.0,31.0,www.uga.edu,33.9597677,-83.376398,Georgia
100,Case Western Reserve University,Cleveland,OH,Private,5292,11824,35316.0,28295.0,65384,117800.0,33.0,1340.0,1520.0,30.0,33.0,www.case.edu,41.5051613,-81.6934446,Ohio
101,Skidmore College,Saratoga Springs,NY,Private,2684,2835,27410.0,41746.0,69450,99700.0,25.0,1205.0,1400.0,27.0,31.0,www.skidmore.edu,43.08217929999999,-73.7853915,New York
102,Occidental College,Los Angeles,CA,Private,1972,2123,29211.0,35704.0,71756,105700.0,42.0,1280.0,1440.0,27.0,32.0,www.oxy.edu,34.0536909,-118.24276599999999,California
103,"Texas A&amp;M University, College Station",College Station,TX,Public,53515,67929,20282.0,8748.0,53848,115700.0,71.0,1140.0,1360.0,25.0,30.0,www.tamu.edu,30.595528899999998,-96.3071042,Texas
104,Union College (NY),Schenectady,NY,Private,2214,2267,32720.0,29135.0,68610,117500.0,37.0,,,,,www.union.edu,42.8142432,-73.93956870000001,New York
105,Reed College,Portland,OR,Private,1470,1490,31815.0,35130.0,69820,104900.0,36.0,1310.0,1500.0,30.0,33.0,www.reed.edu,45.5202471,-122.6741949,Oregon
106,Tulane University,New Orleans,LA,Private,8873,12384,34240.0,33035.0,69764,105300.0,21.0,1330.0,1490.0,30.0,33.0,www.tulane.edu,29.949932300000004,-90.0701156,Louisiana
107,Bentley University,Waltham,MA,Private,4352,5543,35671.0,26565.0,66180,116600.0,44.0,1210.0,1380.0,27.0,31.0,www.bentley.edu,42.3756401,-71.2358004,Massachusetts
108,Virginia Tech,Blacksburg,VA,Public,26634,34440,20343.0,8261.0,44024,114000.0,70.0,1180.0,1360.0,25.0,30.0,www.vt.edu,37.2296566,-80.4136767,Virginia
109,Trinity College (CT),Hartford,CT,Private,2282,2401,31808.0,40346.0,71470,110900.0,34.0,1260.0,1420.0,28.0,32.0,www.trincoll.edu/Pages/default.aspx,41.764582,-72.6908547,Connecticut
110,Rose-Hulman Institute of Technology,Terre Haute,IN,Private,2245,2254,36906.0,20967.0,65031,135800.0,61.0,1260.0,1450.0,27.0,32.0,www.rose-hulman.edu,39.466702500000004,-87.4139119,Indiana
111,Bryn Mawr College,Bryn Mawr,PA,Private,1442,1640,25672.0,37710.0,68410,95300.0,38.0,1310.0,1500.0,29.0,33.0,www.brynmawr.edu,40.019833500000004,-75.30462990000001,Pennsylvania
112,Rhode Island School of Design,Providence,RI,Private,2030,2440,46277.0,26169.0,67620,100600.0,32.0,1130.0,1370.0,25.0,31.0,www.risd.edu,41.8239891,-71.4128343,Rhode Island
113,Rensselaer Polytechnic Institute,Troy,NY,Private,6371,7592,34839.0,30596.0,70132,134100.0,43.0,1320.0,1500.0,28.0,32.0,www.rpi.edu,40.740255700000006,-74.0055355,New York
114,Franklin and Marshall College,Lancaster,PA,Private,2283,2440,27531.0,43377.0,70430,109700.0,34.0,,,,,www.fandm.edu,40.038129999999995,-76.3056686,Pennsylvania
115,"California Polytechnic State University, San Luis Obispo",San Luis Obispo,CA,Public,21098,22370,19979.0,5891.0,39033,119500.0,35.0,1200.0,1380.0,26.0,31.0,calpoly.edu,35.354020899999995,-120.3757163,California
116,St. Olaf College,Northfield,MN,Private,3035,3137,24250.0,28573.0,58330,101900.0,43.0,1150.0,1400.0,25.0,31.0,wp.stolaf.edu,44.4582041,-93.161159,Minnesota
117,Pennsylvania State University,State College,PA,Public,43709,47119,30373.0,10060.0,51572,105500.0,50.0,1160.0,1340.0,25.0,30.0,www.psu.edu,40.794450399999995,-77.86163859999999,Pennsylvania
118,Purdue University,West Lafayette,IN,Public,32534,42699,13746.0,10703.0,41614,110000.0,57.0,1150.0,1380.0,25.0,31.0,www.purdue.edu,40.4258686,-86.9080655,Indiana
119,The Juilliard School,New York,NY,Private,590,927,32829.0,29417.0,62600,97400.0,6.0,,,,,,40.7127281,-74.0060152,New York
